Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771983930215,3228,3228,3228,3228,3228,3228,3228,3228,59.74467849731445,57.06935119628906,57.3642578125,59.869056701660156,58.95856475830078,57.91572952270508,59.583946228027344,56.552555084228516,61.55619812011719,56.85535430908203,NaN,NaN,0,0,0,0,0,0,6.073223114013672,17179869184,0,11689918464,0
203,1771983930215,3228,3228,3228,3228,3228,3228,3228,3228,59.74467849731445,57.06935119628906,57.3642578125,59.869056701660156,58.95856475830078,57.91572952270508,59.583946228027344,56.552555084228516,61.55619812011719,56.85535430908203,100,66.66667175292969,NaN,100,50,0,0,0,6.073223114013672,17179869184,0,11694440448,0
201,1771983930419,3228,3228,3228,3228,3228,3228,3228,3228,59.74467849731445,57.06935119628906,57.3642578125,59.869056701660156,58.95856475830078,57.91572952270508,59.583946228027344,56.552555084228516,61.55619812011719,56.85535430908203,90,89.47368621826172,33.333335876464844,57.142860412597656,20,15.000000953674316,0,0,5.729325771331787,17179869184,0,11732828160,0
199,1771983930621,3228,3228,3228,3228,3228,3228,3228,3228,59.74467849731445,57.06935119628906,57.3642578125,59.869056701660156,58.95856475830078,57.91572952270508,59.583946228027344,56.552555084228516,61.55619812011719,56.85535430908203,100,100,60.000003814697266,40,35,35,38.095237731933594,20,5.729325771331787,17179869184,0,11804327936,0
202,1771983930821,3228,3228,3228,3228,3228,3228,3228,3228,59.74467849731445,57.06935119628906,57.3642578125,59.869056701660156,58.95856475830078,57.91572952270508,59.583946228027344,56.552555084228516,61.55619812011719,56.85535430908203,85,90,25,25,10,5,0,0,5.729325771331787,17179869184,0,12195004416,0
207,1771983931023,3228,3228,3228,3228,3228,3228,3228,3228,62.499412536621094,58.73380661010742,62.91864013671875,65.41081237792969,62.081939697265625,59.887935638427734,61.87001037597656,59.62791442871094,62.84693908691406,58.00572204589844,100,100,35,30.000001907348633,15.000000953674316,9.523809432983398,0,0,5.729325771331787,17179869184,0,12289196032,0
201,1771983931231,3228,3228,3228,3228,3228,3228,3228,3228,62.499412536621094,58.73380661010742,62.91864013671875,65.41081237792969,62.081939697265625,59.887935638427734,61.87001037597656,59.62791442871094,62.84693908691406,58.00572204589844,100,100,55,55,45,40,33.333335876464844,15.000000953674316,5.729325771331787,17179869184,0,12265619456,0
199,1771983931432,3228,3228,3228,3228,3228,3228,3228,3228,62.499412536621094,58.73380661010742,62.91864013671875,65.41081237792969,62.081939697265625,59.887935638427734,61.87001037597656,59.62791442871094,62.84693908691406,58.00572204589844,100,100,26.3157901763916,26.3157901763916,10,5,0,0,8.753973960876465,17179869184,0,12149800960,0
201,1771983931632,3228,3228,3228,3228,3228,3228,3228,3228,62.499412536621094,58.73380661010742,62.91864013671875,65.41081237792969,62.081939697265625,59.887935638427734,61.87001037597656,59.62791442871094,62.84693908691406,58.00572204589844,100,95,40,35,15.000000953674316,10,9.523809432983398,5,8.753973960876465,17179869184,0,12197855232,0
209,1771983931834,3228,3228,3228,3228,3228,3228,3228,3228,62.499412536621094,58.73380661010742,62.91864013671875,65.41081237792969,62.081939697265625,59.887935638427734,61.87001037597656,59.62791442871094,62.84693908691406,58.00572204589844,100,100,40,28.571430206298828,20,15.000000953674316,9.523809432983398,10,8.753973960876465,17179869184,0,12155109376,0
