Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771960787607,3228,3228,3228,3228,3228,3228,3228,3228,54.13077163696289,50.17720031738281,51.464691162109375,53.88590621948242,53.11315155029297,52.164405822753906,53.61547088623047,51.09376907348633,54.94736099243164,50.4659423828125,100,0,100,0,0,0,0,0,5.235012054443359,17179869184,0,9358950400,0
200,1771960787607,3228,3228,3228,3228,3228,3228,3228,3228,54.13077163696289,50.17720031738281,51.464691162109375,53.88590621948242,53.11315155029297,52.164405822753906,53.61547088623047,51.09376907348633,54.94736099243164,50.4659423828125,0,0,100,100,NaN,NaN,0,0,5.235012054443359,17179869184,0,9358950400,0
201,1771960787809,3228,3228,3228,3228,3228,3228,3228,3228,54.96977233886719,51.01361083984375,53.35783386230469,55.57926559448242,54.123779296875,52.413551330566406,54.471435546875,52.220123291015625,55.17776107788086,50.79756164550781,10.526315689086914,19.047618865966797,55,57.894737243652344,57.142860412597656,22.72727394104004,9.523809432983398,4.761904716491699,5.235012054443359,17179869184,0,9358950400,0
206,1771960788012,3228,3228,3228,3228,3228,3228,3228,3228,54.96977233886719,51.01361083984375,53.35783386230469,55.57926559448242,54.123779296875,52.413551330566406,54.471435546875,52.220123291015625,55.17776107788086,50.79756164550781,76.19047546386719,73.68421173095703,65,45,42.105262756347656,36.842105865478516,25,10.526315689086914,5.235012054443359,17179869184,0,9358950400,0
206,1771960788218,3228,3228,3228,3228,3228,3228,3228,3228,54.96977233886719,51.01361083984375,53.35783386230469,55.57926559448242,54.123779296875,52.413551330566406,54.471435546875,52.220123291015625,55.17776107788086,50.79756164550781,66.66667175292969,66.66667175292969,20,28.571430206298828,9.523809432983398,4.761904716491699,9.523809432983398,0,5.768695831298828,17179869184,0,10066821120,0
202,1771960788424,3228,3228,3228,3228,3228,3228,3228,3228,54.96977233886719,51.01361083984375,53.35783386230469,55.57926559448242,54.123779296875,52.413551330566406,54.471435546875,52.220123291015625,55.17776107788086,50.79756164550781,65,66.66667175292969,25,33.333335876464844,20,14.285715103149414,0,9.523809432983398,5.768695831298828,17179869184,0,10514989056,0
208,1771960788628,3228,3228,3228,3228,3228,3228,3228,3228,54.96977233886719,51.01361083984375,53.35783386230469,55.57926559448242,54.123779296875,52.413551330566406,54.471435546875,52.220123291015625,55.17776107788086,50.79756164550781,75,75,30.000001907348633,26.3157901763916,14.285715103149414,5,5,0,5.768695831298828,17179869184,0,10963746816,0
208,1771960788836,3228,3228,3228,3228,3228,3228,3228,3228,58.83164596557617,53.24658966064453,60.32691192626953,63.181976318359375,58.60852813720703,55.50006866455078,57.26492691040039,55.783931732177734,57.14100646972656,52.939727783203125,85.71428680419922,70,38.095237731933594,28.571430206298828,14.285715103149414,5,4.761904716491699,0,5.768695831298828,17179869184,0,11251482624,0
204,1771960789045,3228,3228,3228,3228,3228,3228,3228,3228,58.83164596557617,53.24658966064453,60.32691192626953,63.181976318359375,58.60852813720703,55.50006866455078,57.26492691040039,55.783931732177734,57.14100646972656,52.939727783203125,65,61.904762268066406,66.66667175292969,66.66667175292969,42.85714340209961,38.095237731933594,9.523809432983398,4.761904716491699,5.768695831298828,17179869184,0,11362779136,0
201,1771960789250,3228,3228,3228,3228,3228,3228,3228,3228,58.83164596557617,53.24658966064453,60.32691192626953,63.181976318359375,58.60852813720703,55.50006866455078,57.26492691040039,55.783931732177734,57.14100646972656,52.939727783203125,85.71428680419922,85.71428680419922,31.57894515991211,25,20,28.571430206298828,20,9.523809432983398,15.811038970947266,17179869184,0,11371675648,0
204,1771960789451,3228,3228,3228,3228,3228,3228,3228,3228,58.83164596557617,53.24658966064453,60.32691192626953,63.181976318359375,58.60852813720703,55.50006866455078,57.26492691040039,55.783931732177734,57.14100646972656,52.939727783203125,57.894737243652344,50,30.000001907348633,5,5,20,0,0,15.811038970947266,17179869184,0,11373412352,0
205,1771960789656,3228,3228,3228,3228,3228,3228,3228,3228,58.870548248291016,54.36451721191406,58.46271514892578,60.96996307373047,57.60814666748047,55.160152435302734,57.869808197021484,55.85023880004883,57.70331954956055,53.232177734375,45,21.052631378173828,30.000001907348633,0,4.761904716491699,10,4.761904716491699,0,15.811038970947266,17179869184,0,11371921408,0
201,1771960789862,3228,3228,3228,3228,3228,3228,3228,3228,58.870548248291016,54.36451721191406,58.46271514892578,60.96996307373047,57.60814666748047,55.160152435302734,57.869808197021484,55.85023880004883,57.70331954956055,53.232177734375,55,40,5,9.090909004211426,0,0,0,0,15.811038970947266,17179869184,0,11371266048,0
209,1771960790063,3228,3228,3228,3228,3228,3228,3228,3228,58.870548248291016,54.36451721191406,58.46271514892578,60.96996307373047,57.60814666748047,55.160152435302734,57.869808197021484,55.85023880004883,57.70331954956055,53.232177734375,14.285715103149414,9.523809432983398,4.761904716491699,0,0,0,0,0,15.811038970947266,17179869184,0,11371282432,0
209,1771960790273,3228,3228,3228,3228,3228,3228,3228,3228,58.870548248291016,54.36451721191406,58.46271514892578,60.96996307373047,57.60814666748047,55.160152435302734,57.869808197021484,55.85023880004883,57.70331954956055,53.232177734375,9.523809432983398,10,4.761904716491699,0,0,0,0,0,18.63336944580078,17179869184,0,11370348544,0
209,1771960790483,3228,3228,3228,3228,3228,3228,3228,3228,58.870548248291016,54.36451721191406,58.46271514892578,60.96996307373047,57.60814666748047,55.160152435302734,57.869808197021484,55.85023880004883,57.70331954956055,53.232177734375,28.571430206298828,28.571430206298828,5,0,0,0,0,0,18.63336944580078,17179869184,0,11370823680,0
200,1771960790693,3228,3228,3228,3228,3228,3228,3228,3228,58.11396026611328,54.332340240478516,57.24440002441406,59.52815628051758,56.144439697265625,54.782875061035156,58.961795806884766,56.94150161743164,58.109779357910156,53.403297424316406,0,4.761904716491699,0,0,0,0,0,0,18.63336944580078,17179869184,0,11370889216,0
209,1771960790894,3228,3228,3228,3228,3228,3228,3228,3228,58.11396026611328,54.332340240478516,57.24440002441406,59.52815628051758,56.144439697265625,54.782875061035156,58.961795806884766,56.94150161743164,58.109779357910156,53.403297424316406,47.36842346191406,45,30.000001907348633,14.285715103149414,10,9.523809432983398,0,0,18.63336944580078,17179869184,0,11373559808,0
203,1771960791104,3228,3228,3228,3228,3228,3228,3228,3228,58.11396026611328,54.332340240478516,57.24440002441406,59.52815628051758,56.144439697265625,54.782875061035156,58.961795806884766,56.94150161743164,58.109779357910156,53.403297424316406,36.3636360168457,23.809524536132813,4.761904716491699,4.761904716491699,4.761904716491699,0,0,0,39.1033935546875,17179869184,0,11373756416,0
199,1771960791308,3228,3228,3228,3228,3228,3228,3228,3228,58.11396026611328,54.332340240478516,57.24440002441406,59.52815628051758,56.144439697265625,54.782875061035156,58.961795806884766,56.94150161743164,58.109779357910156,53.403297424316406,5,0,5,0,0,0,0,0,39.1033935546875,17179869184,0,11364040704,0
209,1771960791508,3228,3228,3228,3228,3228,3228,3228,3228,58.11396026611328,54.332340240478516,57.24440002441406,59.52815628051758,56.144439697265625,54.782875061035156,58.961795806884766,56.94150161743164,58.109779357910156,53.403297424316406,5,10,4.761904716491699,0,0,0,0,0,39.1033935546875,17179869184,0,11364040704,0
200,1771960791718,3228,3228,3228,3228,3228,3228,3228,3228,59.069087982177734,55.277992248535156,58.24433898925781,60.543758392333984,57.08057403564453,55.57644271850586,59.53527069091797,57.2541389465332,58.69210433959961,54.23823547363281,4.761904716491699,9.090909004211426,0,0,0,0,0,0,39.1033935546875,17179869184,0,11364204544,0
209,1771960791919,3228,3228,3228,3228,3228,3228,3228,3228,59.069087982177734,55.277992248535156,58.24433898925781,60.543758392333984,57.08057403564453,55.57644271850586,59.53527069091797,57.2541389465332,58.69210433959961,54.23823547363281,5,5.263157844543457,9.523809432983398,0,0,0,0,0,39.1033935546875,17179869184,0,11364204544,0
205,1771960792129,3228,3228,3228,3228,3228,3228,3228,3228,59.069087982177734,55.277992248535156,58.24433898925781,60.543758392333984,57.08057403564453,55.57644271850586,59.53527069091797,57.2541389465332,58.69210433959961,54.23823547363281,4.761904716491699,9.090909004211426,0,0,0,0,0,0,39.701717376708984,17179869184,0,11364204544,0
204,1771960792335,3228,3228,3228,3228,3228,3228,3228,3228,59.069087982177734,55.277992248535156,58.24433898925781,60.543758392333984,57.08057403564453,55.57644271850586,59.53527069091797,57.2541389465332,58.69210433959961,54.23823547363281,10,5,0,4.761904716491699,0,0,0,0,39.701717376708984,17179869184,0,11364417536,0
201,1771960792540,3228,3228,3228,3228,3228,3228,3228,3228,59.069087982177734,55.277992248535156,58.24433898925781,60.543758392333984,57.08057403564453,55.57644271850586,59.53527069091797,57.2541389465332,58.69210433959961,54.23823547363281,23.809524536132813,28.571430206298828,4.761904716491699,4.761904716491699,0,0,0,0,39.701717376708984,17179869184,0,11364810752,0
202,1771960792741,3228,3228,3228,3228,3228,3228,3228,3228,59.17353820800781,55.67304611206055,58.233116149902344,60.760013580322266,57.38006591796875,55.8046875,60.22296142578125,57.55309295654297,58.97404861450195,54.75111389160156,5,5,5,0,0,0,0,0,39.701717376708984,17179869184,0,11364843520,0
202,1771960792943,3228,3228,3228,3228,3228,3228,3228,3228,59.17353820800781,55.67304611206055,58.233116149902344,60.760013580322266,57.38006591796875,55.8046875,60.22296142578125,57.55309295654297,58.97404861450195,54.75111389160156,45,31.57894515991211,19.047618865966797,10.526315689086914,9.523809432983398,9.523809432983398,4.761904716491699,0,39.701717376708984,17179869184,0,11364843520,0
200,1771960793145,3228,3228,3228,3228,3228,3228,3228,3228,59.17353820800781,55.67304611206055,58.233116149902344,60.760013580322266,57.38006591796875,55.8046875,60.22296142578125,57.55309295654297,58.97404861450195,54.75111389160156,60.000003814697266,65,60.000003814697266,28.571430206298828,19.047618865966797,15.000000953674316,10,5,39.041587829589844,17179869184,0,11364843520,0
209,1771960793346,3228,3228,3228,3228,3228,3228,3228,3228,59.17353820800781,55.67304611206055,58.233116149902344,60.760013580322266,57.38006591796875,55.8046875,60.22296142578125,57.55309295654297,58.97404861450195,54.75111389160156,50,50,25,15.000000953674316,5.263157844543457,0,5,0,39.041587829589844,17179869184,0,11334189056,0
202,1771960793556,3228,3228,3228,3228,3228,3228,3228,3228,59.17353820800781,55.67304611206055,58.233116149902344,60.760013580322266,57.38006591796875,55.8046875,60.22296142578125,57.55309295654297,58.97404861450195,54.75111389160156,19.047618865966797,14.285715103149414,4.761904716491699,0,4.761904716491699,0,0,0,39.041587829589844,17179869184,0,11334074368,0
209,1771960793759,3228,3228,3228,3228,3228,3228,3228,3228,60.797794342041016,56.903968811035156,60.858131408691406,63.17131042480469,58.91236877441406,57.260921478271484,61.54310607910156,59.363033294677734,60.16523361206055,55.66899871826172,57.894737243652344,60.000003814697266,15.789472579956055,9.523809432983398,4.761904716491699,5,0,0,39.041587829589844,17179869184,0,11334746112,0
201,1771960793969,3228,3228,3228,3228,3228,3228,3228,3228,60.797794342041016,56.903968811035156,60.858131408691406,63.17131042480469,58.91236877441406,57.260921478271484,61.54310607910156,59.363033294677734,60.16523361206055,55.66899871826172,22.72727394104004,18.18181800842285,9.090909004211426,0,0,0,0,0,39.041587829589844,17179869184,0,11334500352,0
200,1771960794171,3228,3228,3228,3228,3228,3228,3228,3228,60.797794342041016,56.903968811035156,60.858131408691406,63.17131042480469,58.91236877441406,57.260921478271484,61.54310607910156,59.363033294677734,60.16523361206055,55.66899871826172,30.000001907348633,20,5,5,0,10,0,0,38.877437591552734,17179869184,0,11335204864,0
209,1771960794372,3228,3228,3228,3228,3228,3228,3228,3228,60.797794342041016,56.903968811035156,60.858131408691406,63.17131042480469,58.91236877441406,57.260921478271484,61.54310607910156,59.363033294677734,60.16523361206055,55.66899871826172,40,36.842105865478516,10.526315689086914,9.523809432983398,10,5,0,0,38.877437591552734,17179869184,0,11336515584,0
206,1771960794581,3228,3228,3228,3228,3228,3228,3228,3228,60.797794342041016,56.903968811035156,60.858131408691406,63.17131042480469,58.91236877441406,57.260921478271484,61.54310607910156,59.363033294677734,60.16523361206055,55.66899871826172,23.809524536132813,18.18181800842285,9.090909004211426,0,4.545454502105713,0,0,0,38.877437591552734,17179869184,0,11342708736,0
201,1771960794788,3228,3228,3228,3228,3228,3228,3228,3228,61.052608489990234,57.15054702758789,60.09645080566406,62.46968078613281,58.77659606933594,57.60240936279297,62.15656661987305,59.42676544189453,60.75189971923828,56.38801574707031,0,0,4.761904716491699,0,0,0,0,0,38.877437591552734,17179869184,0,11342479360,0
199,1771960794990,3228,3228,3228,3228,3228,3228,3228,3228,61.052608489990234,57.15054702758789,60.09645080566406,62.46968078613281,58.77659606933594,57.60240936279297,62.15656661987305,59.42676544189453,60.75189971923828,56.38801574707031,5,10,0,0,0,0,0,0,38.877437591552734,17179869184,0,11342479360,0
207,1771960795190,3228,3228,3228,3228,3228,3228,3228,3228,61.052608489990234,57.15054702758789,60.09645080566406,62.46968078613281,58.77659606933594,57.60240936279297,62.15656661987305,59.42676544189453,60.75189971923828,56.38801574707031,5,5,0,0,0,0,0,0,41.29341506958008,17179869184,0,11342479360,0
209,1771960795398,3228,3228,3228,3228,3228,3228,3228,3228,61.052608489990234,57.15054702758789,60.09645080566406,62.46968078613281,58.77659606933594,57.60240936279297,62.15656661987305,59.42676544189453,60.75189971923828,56.38801574707031,4.761904716491699,0,9.523809432983398,4.545454502105713,0,0,0,0,41.29341506958008,17179869184,0,11342659584,0
