Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771921874837,3228,3228,3228,3228,3228,3228,3228,3228,57.691627502441406,54.037166595458984,55.63136291503906,57.84503173828125,56.92073059082031,55.83812713623047,57.15238952636719,54.50159454345703,58.84088897705078,53.97540283203125,100,100,NaN,0,0,0,0,0,8.040514945983887,17179869184,0,10264690688,0
202,1771921874837,3228,3228,3228,3228,3228,3228,3228,3228,57.691627502441406,54.037166595458984,55.63136291503906,57.84503173828125,56.92073059082031,55.83812713623047,57.15238952636719,54.50159454345703,58.84088897705078,53.97540283203125,100,NaN,0,100,0,NaN,0,0,8.040514945983887,17179869184,0,10265460736,0
199,1771921875040,3228,3228,3228,3228,3228,3228,3228,3228,58.13874435424805,54.1107177734375,56.10163116455078,58.462650299072266,57.19274139404297,55.59039306640625,57.29534912109375,54.61056900024414,58.94502639770508,54.05699157714844,95,95.23809814453125,38.095237731933594,65,30.000001907348633,14.285715103149414,10,5,8.040514945983887,17179869184,0,10265460736,0
202,1771921875240,3228,3228,3228,3228,3228,3228,3228,3228,58.13874435424805,54.1107177734375,56.10163116455078,58.462650299072266,57.19274139404297,55.59039306640625,57.29534912109375,54.61056900024414,58.94502639770508,54.05699157714844,95,100,20,30.000001907348633,10,10.526315689086914,14.285715103149414,0,8.040514945983887,17179869184,0,10472144896,0
204,1771921875443,3228,3228,3228,3228,3228,3228,3228,3228,58.13874435424805,54.1107177734375,56.10163116455078,58.462650299072266,57.19274139404297,55.59039306640625,57.29534912109375,54.61056900024414,58.94502639770508,54.05699157714844,100,95.45454406738281,21.052631378173828,25,15.000000953674316,4.761904716491699,0,0,8.288298606872559,17179869184,0,10866114560,0
209,1771921875648,3228,3228,3228,3228,3228,3228,3228,3228,58.13874435424805,54.1107177734375,56.10163116455078,58.462650299072266,57.19274139404297,55.59039306640625,57.29534912109375,54.61056900024414,58.94502639770508,54.05699157714844,100,100,50,45,38.095237731933594,25,15.000000953674316,13.636363983154297,8.288298606872559,17179869184,0,11119067136,0
200,1771921875858,3228,3228,3228,3228,3228,3228,3228,3228,61.645973205566406,56.15855026245117,63.05914306640625,65.95319366455078,61.53923797607422,58.40583038330078,59.85772705078125,57.88074493408203,60.60000991821289,55.65947723388672,95.23809814453125,100,20,35,15.000000953674316,14.285715103149414,4.761904716491699,4.761904716491699,8.288298606872559,17179869184,0,11367006208,0
205,1771921876059,3228,3228,3228,3228,3228,3228,3228,3228,61.645973205566406,56.15855026245117,63.05914306640625,65.95319366455078,61.53923797607422,58.40583038330078,59.85772705078125,57.88074493408203,60.60000991821289,55.65947723388672,100,100,20,25,5,5,0,0,8.288298606872559,17179869184,0,11367006208,0
200,1771921876264,3228,3228,3228,3228,3228,3228,3228,3228,61.645973205566406,56.15855026245117,63.05914306640625,65.95319366455078,61.53923797607422,58.40583038330078,59.85772705078125,57.88074493408203,60.60000991821289,55.65947723388672,100,100,40,40.90909194946289,19.047618865966797,19.047618865966797,14.285715103149414,5,8.288298606872559,17179869184,0,11367006208,0
209,1771921876465,3228,3228,3228,3228,3228,3228,3228,3228,61.645973205566406,56.15855026245117,63.05914306640625,65.95319366455078,61.53923797607422,58.40583038330078,59.85772705078125,57.88074493408203,60.60000991821289,55.65947723388672,100,100,28.571430206298828,15.789472579956055,10,10,0,0,14.724268913269043,17179869184,0,12390989824,0
