Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771841892564,3228,3228,3228,3228,3228,3228,3228,3228,42.0557975769043,39.30078125,40.477012634277344,41.9163932800293,42.64307403564453,41.1325798034668,42.459407806396484,39.02198791503906,43.71389389038086,39.14756774902344,50,0,0,0,0,0,0,0,9.265819549560547,17179869184,4294967296,10111418368,2732457984
200,1771841892565,3228,3228,3228,3228,3228,3228,3228,3228,42.0557975769043,39.30078125,40.477012634277344,41.9163932800293,42.64307403564453,41.1325798034668,42.459407806396484,39.02198791503906,43.71389389038086,39.14756774902344,50,0,100,50,0,0,0,0,9.265819549560547,17179869184,4294967296,10111303680,2732457984
201,1771841892765,3228,3228,3228,3228,3228,3228,3228,3228,42.0557975769043,39.30078125,40.477012634277344,41.9163932800293,42.64307403564453,41.1325798034668,42.459407806396484,39.02198791503906,43.71389389038086,39.14756774902344,30.000001907348633,33.333335876464844,21.052631378173828,60.000003814697266,20,5.263157844543457,0,4.761904716491699,9.265819549560547,17179869184,4294967296,10177921024,2732457984
204,1771841892967,3228,3228,3228,3228,3228,3228,3228,3228,42.80603790283203,39.429527282714844,42.37323760986328,44.03640365600586,44.03265380859375,41.42354965209961,43.221229553222656,39.79811096191406,44.12472915649414,39.471473693847656,45,47.36842346191406,38.095237731933594,52.6315803527832,26.3157901763916,33.333335876464844,13.636363983154297,0,9.265819549560547,17179869184,4294967296,10210623488,2732457984
200,1771841893171,3228,3228,3228,3228,3228,3228,3228,3228,42.80603790283203,39.429527282714844,42.37323760986328,44.03640365600586,44.03265380859375,41.42354965209961,43.221229553222656,39.79811096191406,44.12472915649414,39.471473693847656,75,70,30.000001907348633,42.85714340209961,19.047618865966797,5,0,0,9.265819549560547,17179869184,4294967296,10234347520,2732457984
201,1771841893372,3228,3228,3228,3228,3228,3228,3228,3228,42.80603790283203,39.429527282714844,42.37323760986328,44.03640365600586,44.03265380859375,41.42354965209961,43.221229553222656,39.79811096191406,44.12472915649414,39.471473693847656,85,85.71428680419922,65,55,50,55,45,28.571430206298828,10.430496215820313,17179869184,4294967296,10277748736,2732457984
200,1771841893574,3228,3228,3228,3228,3228,3228,3228,3228,42.80603790283203,39.429527282714844,42.37323760986328,44.03640365600586,44.03265380859375,41.42354965209961,43.221229553222656,39.79811096191406,44.12472915649414,39.471473693847656,75,75,60.000003814697266,30.000001907348633,20,42.85714340209961,14.285715103149414,5.263157844543457,10.430496215820313,17179869184,4294967296,10331455488,2732457984
198,1771841893776,3228,3228,3228,3228,3228,3228,3228,3228,42.80603790283203,39.429527282714844,42.37323760986328,44.03640365600586,44.03265380859375,41.42354965209961,43.221229553222656,39.79811096191406,44.12472915649414,39.471473693847656,57.142860412597656,50,25,30.000001907348633,10,0,0,0,10.430496215820313,17179869184,4294967296,10427564032,2732457984
200,1771841893975,3228,3228,3228,3228,3228,3228,3228,3228,44.55980682373047,41.549991607666016,45.049468994140625,47.003143310546875,46.20965576171875,42.59578323364258,45.419185638427734,42.26406478881836,45.851295471191406,40.41923522949219,57.894737243652344,65,57.894737243652344,52.6315803527832,26.3157901763916,10,5,4.761904716491699,10.430496215820313,17179869184,4294967296,10483089408,2732457984
203,1771841894175,3228,3228,3228,3228,3228,3228,3228,3228,44.55980682373047,41.549991607666016,45.049468994140625,47.003143310546875,46.20965576171875,42.59578323364258,45.419185638427734,42.26406478881836,45.851295471191406,40.41923522949219,63.15789031982422,63.15789031982422,52.6315803527832,57.894737243652344,33.333335876464844,15.000000953674316,0,5,10.430496215820313,17179869184,4294967296,10583490560,2732457984
203,1771841894379,3228,3228,3228,3228,3228,3228,3228,3228,44.55980682373047,41.549991607666016,45.049468994140625,47.003143310546875,46.20965576171875,42.59578323364258,45.419185638427734,42.26406478881836,45.851295471191406,40.41923522949219,66.66667175292969,61.904762268066406,60.000003814697266,57.142860412597656,40,30.000001907348633,19.047618865966797,5,16.59490203857422,17179869184,4294967296,10664001536,2732457984
200,1771841894583,3228,3228,3228,3228,3228,3228,3228,3228,44.55980682373047,41.549991607666016,45.049468994140625,47.003143310546875,46.20965576171875,42.59578323364258,45.419185638427734,42.26406478881836,45.851295471191406,40.41923522949219,70,73.68421173095703,55,57.894737243652344,40,30.000001907348633,5,10,16.59490203857422,17179869184,4294967296,10752180224,2732457984
204,1771841894784,3228,3228,3228,3228,3228,3228,3228,3228,44.55980682373047,41.549991607666016,45.049468994140625,47.003143310546875,46.20965576171875,42.59578323364258,45.419185638427734,42.26406478881836,45.851295471191406,40.41923522949219,60.000003814697266,61.904762268066406,73.68421173095703,63.15789031982422,57.894737243652344,70,50,50,16.59490203857422,17179869184,4294967296,10878763008,2732457984
